,id,sponsor,event,venue,place,date,location,page_count,dish_count
6001,22721,COSMOPOLITAN HOTEL,BANQUET IN HONOR OF THE VISIT OF S.M.S. MOLTKE TO NEW ORLEANS,GOVT;,"NEW ORLEANS, LA",1/12/1900,Cosmopolitan Hotel,10,29
6002,22722,FLAT IRON RESTAURANT AND CAFE,LUNCH READY,COMMERCIAL,"NEW YORK, NY",1/28/1907,Flat Iron Restaurant And Cafe,2,121
6003,22723,METROPOLITON CLUB,(DAILY MENU),SOC,"WASHINGTON,[D.C.]",1889-10-31,Metropolitan Club,4,25
6004,22724,HOTEL VENDOME,LUNCH,COMMERCIAL,NY,1/17/1900,Hotel Vendome,2,18
6005,22726,CLINTON B. FISK PROHIBITION CLUB,3RD ANNUAL BANQUET,OTHER;,"ARCANUM HALL,ELIZABETH NJ",1899-03-23,Clinton B. Fisk Prohibition Club,10,12
6006,22727,SONS OF THE REVOLUTION,CELEBRATION OF THE EVACUATION OF THE CITY OF NEW YORK,PATR,DELMONICO'S [NEW YORK],1891-11-25,Sons Of The Revolution,2,17
6007,22728,RUDOLPH M. HAAN,DINNER GIVEN TO MUNICIPAL OFFICERS & HEADS OF DEPARTMENTS OF THE CITY OF NEW YORK,OTHER (PRIVATE HOST);,"PARK ROW BUILDING, NEW YORK, NY",1899-11-21,Rudolph M. Haan,4,25
6008,22730,ROYAL POINCIANA,LUNCHEON,COMMERCIAL,"PALM BEACH,FLA.",2/3/1901,Royal Poinciana,2,71
6009,22731,NORDDEUTSCHER LLOYD - PRINZ  FRIEDRICH  WILHELM,BREAKFAST,STEAMSHIP,EN ROUTE,1/14/1908,New York Association of Hamilton Alumni,4,18
6010,22732,DIRECTORS OF THE NATIONAL HORSE SHOW ASSOCIATION,COMPLIMENTARY DINNER TO THE OFFICERS AND CADETS OF WEST POINT MILITARY ACADEMY,PROF;,MADISON SQUARE GARDEN,11/23/1907,Directors Of The National Horse Show Association,2,17
6011,22734,HOTEL COLONIAL,LUNCHEON,COMMERCIAL,"NASSAU, BAHAMAS",2/14/1901,Hotel Colonial,2,62
6012,22735,OUT-OF-TOWN CLUB,SEMI-ANNUAL DINNER,SOC;,"NEW YORK ATHLETIC CLUB, [NEW YORK]",3/20/1901,Out Of Town Club,2,29
6013,22736,VETERANS OF THE NEW YORK ATHLETIC CLUB,NINTH ANNUAL DINNER,SOC;,NEW YORK ATHLETIC CLUB,1/26/1907,Veterans Of The New York Athletic Club,2,23
6014,22737,THE MASSACHUSETTS SOCIETY,BANQUET TENDERED TO THE NATIONAL OFFICERS AND DELEGATES ATTENDING THE ANNUAL CONGESS SONS OF THE AMERICAN REVOLUTION,PATR;,"HOTEL VENDOME, BOSTON, MA",1895-05-01,The Massachusetts Society,6,25
6015,22739,NEW YORK SONS OF THE REVOLUTION,WASHINGT0N'S BIRTHDAY,PATR;,DELMONICO'S NY,1891-02-01,New York Sons Of The Revolution,4,22
6016,22740,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,SS HOHENZOLLERN,4/22/1901,Norddeutscher Lloyd Bremen,2,70
6017,22741,CONGRESS HOTEL COMPANY,DINNER,COMMERCIAL,"CHICAGO, [IL]",6/17/1907,Congress Hotel Company,2,22
6018,22742,(COUNT & COUNTESS DE FRANQUEVILLE),[DINNER GIVEN TO HON. HENRY WHITE AND OTHERS],OTHER (PRIVATELY HOSTED DINNER);,"LA MUETTE, [PARIS, FRANCE]",4/22/1907,Count & Countess De Franqueville,2,12
6019,22743,ALBANY LODGE NO. 49,DINNER TENDERED TO BROOKLYN LODGE NO. 22,SOC;,"STANWIX HOTEL, ALBANY, NY",2/21/1906,Albany Lodge No. 49,2,22
6020,22744,GETTYSBURG HIGH SCHOOL LUMNI ASSOCIATION,FOURTH ANNUAL BANQUET,EDUC;,"EAGLE HOTEL (GETTYSBURG, PA?)",5/26/1905,Gettysburg High School Alumni Association,12,20
6021,22745,DARTMOUTH COLLEGE ASSOCIATION OF NEW YORK,34TH ANNUAL DINNER,EDUC;,"DELMONICO'S, NEW YORK, NY",1898-01-21,Dartmouth College Association Of New York,6,34
6022,22746,HOTEL PONCE DE LEON,DINNER,COMMERCIAL,"ST.AUGUSTINE,FL",1899-02-22,Hotel Ponce De Leon,4,52
6023,22747,QUILL AND DAGGER CLUB,DINNER,SOCIAL,"DEEMING HALL,ITHACA,NY",1897-05-01,Quill And Dagger Club,6,22
6024,22748,HOLLAND SOCIETY,DINNER,PATR;,"HOTEL BRUNSWICK, NY",1889-01-08,Holland Society,2,47
6026,22750,CHICAGO ATHLETIC ASSOCIATION,DINNER,PROF;,"[CHICAGO,ILL]",1899-07-05,Chicago Athletic Association,4,18
6027,22751,HOTEL COLONIAL,DINNER,COMMERCIAL,"NASSAU, BAHAMAS",1/26/1901,Hotel Colonial,2,49
6028,22752,BUSINESS MEN'S LEAGUE OF ST.LOUIS,BREAKFAST TO GOV.OF THE MISSIPPI VALLEY,PROF;,"ON BOARD ""ALTON""",10/4/1907,Business Men's League Of St.Louis,4,15
6029,22754,ALBERT R. KEEN,SUPPER TO MRS. LANGTRY,OTHER (PRIVATELY HOSTED PARTY);,"KEEN'S (FORMERLY LAMBS' CLUB HOUSE), (?NEW YORK, NY)",10/10/1906,Albert R. Keen,2,16
6031,22757,HOTEL CHAMPLAIN,PLANET MARS GUSTATORY CLUB DINNER,SOC;,"CLINTON COUNTY, NY",1892-08-22,Hotel Champlain,2,47
6033,22759,GROCERS' AND IMPORTERS' EXCHANGE,SIXTH ANNUAL BANQUET,PROF;,"THE BELLEVUE-STRATFORD, PHILADELPHIA, PA",1/17/1906,Grocers' And Importers' Exchange,4,20
6034,22760,PLACE VIGER HOTEL,BREAKFAST,COMMERCIAL,"MONTREAL, CANADA",1898-10-18,Place Viger Hotel,2,29
6035,22761,THIRTEEN CLUB,DINNER,SOC;,"CAFE BOULEVARD,[NEW YORK,NY]",1896-12-13,Thirteen Club,2,16
6036,22764,HAMBURG-AMERIKA LINIE,FRUHSTUCK A LA CARTE,COMMERCIAL,"AN BORD DER ""AMERIKA""",7/22/1906,Hamburg Amerika Linie,2,28
6037,22765,RED STAR LINE,BREAKFAST,COMMERCIAL,SS FRIESLAND,2/4/1900,Red Star Line,2,21
6038,22766,EASTERN BOX MAKERS' ASSOCIATION,BANQUET,COMMERCIAL,"MARLBOROUGH HOTEL, (?)",1899-11-23,Eastern Box Makers' Association,4,20
6039,22767,BROOKLYN PRINCIPALS' ASSOCIATION,COMPLIMENTARY DINNER IN HONOR OF A NUMBER OF (RETIRING?) PRINCIPALS;,EDUC;,"LINCOLN CLUB {bROOKLYN, NY}",6/1/1907,Brooklyn Principals' Association,24,15
6040,22768,HOTEL ST. REGIS,LUNCHEON,COMMERCIAL,?,2/10/1906,Hotel St. Regis,2,199
6041,22769,ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CALIFORNIA,23RD ANNUAL DINNER,SOCIAL,ZANGHERI'S 17 EAST 22 ST. NY,1896-12-01,Associated Pioneers Of The Territorial Days Of California,4,21
6042,22770,A COMMITTEE OF THE CITIZENS OF NEW YORK,DINNER TO THE MEMBERS OF THE REPUBLICAN EDITORIAL ASSOCIATION OF THE STATE OF NEW YORK,POL;,"DELMONICO'S, NEW YORK, NY",1895-01-25,A Committee Of The Citizens Of New York,3,27
6043,22771,FIFTH AVENUE HOTEL,BREAKFAST,COMMERCIAL,"MADISON SQUARE, NEW YORK",1/9/1907,Fifth Avenue Hotel,3,128
6045,22773,HAMBURG-AMERIKA LINIE,CARTE DU JOUR,COMMERCIAL,"RITZ CARLTON RESTAURANT AN BORD DER ""AMERIKA""",7/20/1906,Hamburg Amerika Linie,2,62
6046,22774,GRAD HOTEL,PICNIC(?),COMMERCIAL,HUNGARY,1899-02-11,Grand Hotel Hungaria,2,14
6047,22775,AMERICAN SOCIETY IN LONDON,ANGLO-AMERICAN BANQUET,PAT;,"CECIL HOTEL, LONDON, ENGLAND",1898-06-03,American Society In London,4,19
6048,22776,HOLLAND-AMERICA LINE,DINNER,COMMERCIAL,"EN ROUTE ""STATENDAM""",7/17/1905,Holland America Line,2,45
6049,22778,(AUTOMOBILE CLUB?),AUTOMOBILE NIGHT,[SOC?];,"HOTEL PONTCHARTRAIN, DETROIT, MI",11/23/1907,Automobile Club?,8,20
6050,22779,THE PENNSYLVANIA BAR ASSOCIATION ON BEHALF OF THE BAR OF THE COMMONWEALTH,"BANQUET AND RECEPTION COMMEMORATING 50 YEARS SINCE THE ADMISSION OF HONORABLE JAMES TYNDALE MITCHELL,LL.D. CHIEF JUSTICE OF THE SUPREME COURT OF PA TO THE BAR OF PHILADELPHIA",PROF;,"HORTICULTURAL HALL, PHILADELPHIA, PA",11/23/1907,The Pennsylvania Bar Association On Behalf Of The Bar Of The Commonwealth,20,29
6051,22780,SELECT COUNCIL CITY OF PHILADELPHIA,DINNER TO MR. R. R. BRINGHURST,GOVT;,"BELLEVUE-STRATFORD HOTEL, PHILADELPHIA, PA",12/18/1906,Select Council City Of Philadelphia,18,25
6052,22781,HOTEL ST. REGIS,"DAILY MENU, LUNCHEON",COMMERCIAL,"NEW YORK, NY",6/15/1905,Hotel St. Regis,2,187
6053,22782,LAUREL HOUSE,SUPPER,COM,"LAKEWOOD, NJ",1883-06-13,Alumni Association Of The Rensselaer Polytechnic Institute,4,57
6054,22784,CALMAN VARNISH CO.,DINNER,COMMERCIAL,"HOTEL ASTOR, NEW YORK",12/22/1905,Calman Varnish Co.,4,19
6055,22785,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,3/28/1901,Hamburg Amerika Linie,2,20
6056,22786,MON. JULES C.ROUX,DINNER,SOC;,"ON BOARD ""LA LORRAINE""",5/1/1905,Mon. Jules C.Roux,2,22
6057,22787,HAAN'S,LUNCH,COMMERCIAL,"PARK ROW BLDG., [NY, NY]",1/25/1900,Haan's,2,357
6058,22788,ATHELSTAN CLUB,ANNUAL BANQUET,SOC;,MOBILE; AL,11/10/1906,Athelstan Club,2,17
6059,22789,NEW ENGLAND SOCIETY IN BROOKLYN,TWENTIETH ANNUAL DINNER,PATR;,"BROOKLYN, NY",1899-12-21,New England Society In Brooklyn,4,27
6060,22790,HOTEL DENNIS,LUNCH,COMMERCIAL,"ATLANTIC CITY,NJ",1896-12-20,Hotel Dennis,2,29
6061,22791,ST. GEORGE HOTEL,LUNCHEON,COMMERCIAL,"BROOKLYN, NY",1/28/1907,Hotel St. George,2,32
6062,22792,MASS. HOTEL ASSOCIATION,2ND ANNUAL BANQUET,PROF;,"PARKER HOUSE, MASS;",1894-11-13,Mass. Hotel Association,10,20
6063,22793,NORDDEUTCHER LLOYD BREMEN,LUNCH,COMMERCIAL,KAISER FRIEDRICH AT SEA,1899-04-15,Norddeutcher Lloyd Bremen,2,60
6064,22794,HAMBURG-AMERIKA LINIE,LUNCHEON,COMMERCIAL,ENROUTE  ABOARD SCHNELLDAMPFER (EXPRESS-STEAMER) FURST BISMARCK,1899-12-15,Hamburg Amerika Linie,2,32
6065,22795,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,SS HOHENZOLLERN,4/20/1901,Norddeutscher Lloyd Bremen,2,72
6067,22799,(KING UMBERTO),DINNER,OTHER (ROYAL HOST);,"[ROME, ITALLY]",1898-10-03,King Umberto,2,10
6068,22800,KEYSTONE RESTAURANT,DINNER,COMMERCIAL,P.R.R. STATION JERSEY CITY [NJ],1899-09-24,Keystone Restaurant,2,20
6069,22801,NEW YORK YACHT CLUB,53RD ANNUAL REGATTA,COMMERCIAL,NY,1899-06-22,New York Yacht Club,4,46
6070,22802,HOTEL ALCAZAR,CHRISTMAS NIGHT DINNER AND PROGRAM,COMMERCIAL,"ST. AUGUSTINE, FL",1897-12-25,Hotel Alcazar,8,53
6071,22803,CUMBERLAND STREET AND BROOKLYN HOMEOPATHIC HOSPITALS,FOURTH ANNUAL DINNER,PROF;,"LINCOLN CLUB, THE, BROOKLYN, NY",11/1/1907,Cumberland Street And Brooklyn Homeopathic Hospitals,4,18
6072,22804,CONFERENCES FOR EDUCATION IN THE SOUTH,DINNER TO ROBERT C. OGDEN GIVEN BY THOSE WHO WORKED UNDER HIS LEADERSHIP,EDUC;,"WALDORF-ASTORIA, NEW YORK",12/3/1906,Conferences For Education In The South,4,14
6073,22805,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,STEAMSHIP KAISER WILHELM DER GROSSER,1899-11-19,Norddeutscher Lloyd Bremen,2,56
6074,22806,RED STAR LINE,DINNER,COMMERCIAL,ABOARD S.S. FRIESLAND,2/1/1900,Red Star Line,2,27
6075,22807,WESTERN PAPER BOX MAKERS ASSOC'N.,JANUARY MEETING AND DINNER;,COMMERCIAL,"GRAND HOTEL, CINCINNATI [OH]",1/18/1900,Western Paper Box Makers Assoc'n.,4,22
6077,22809,NEW YORK PRESS CLUB,25TH ANNIVERSARY,PROF;,"WALDORF ASTORIA HOTEL, NEW YORK, NY",1897-12-04,New York Press Club,4,19
6078,22810,BETA THETA PI,"ANNUAL RE-UNION DINNER, DISTRICT 11",GREEK LETTER (FRATERNITY OR SORORITY),ST. DENIS HOTEL,1898-03-11,Beta Theta Pi,8,19
6079,22812,NATIONAL COLLEGE OF PHARMACY ALUMNI ASSOCIATION,ANNUAL BANQUET TO GRADUATES OF CLASS OF 1892,PROF;,"HOTEL COCHRAN, WASHINGTON DC",1892-06-10,National College Of Pharmacy Alumni Association,6,12
6080,22813,HOTEL ALGAZAR,DINNER,COMMERCIAL,"ST. AUGUSTINE, FL",1/27/1901,Hotel Alcazar,2,49
6081,22815,UNI8VERSITY OF VERMONT,ANNUAL DINNER,EDUC;,"HOTEL MANHATTAN, NY",2/15/1901,Alumni Association University of Vermont,4,18
6082,22816,NINETEENTH ARMY CORPS,20TH ANNUAL MEETING DINNER,MIL;,"ST.DENIS HOTEL,NY",10/20/1906,Nineteenth Army Corps,4,18
6083,22817,HAMBURG-AMERICA LINIE,DINNER,COMMERCIAL,EN ROUTE STEAMER AUGUST VICTORIA,1899-11-12,Hamburg America Linie,4,28
6084,22818,CAFETERIA,LUNCH,COMMERCIAL,"57 BROAD STREET, NY",1899-01-13,Cafeteria,4,112
6085,22819,BATTERY PARK HOTEL,FOURTH OF JULY DINNER,COMMERCIAL,"ASHEVILLE,NC",1899-07-04,Battery Park Hotel,2,36
6086,22821,CANADIAN PACIFIC RAILWAY COMPANY,DINNER,COMMERCIAL,ABOARD SS MANITOBA,1/1/1900,Canadian Pacific Railway Company,2,26
6087,22823,HOTEL ALGAZAR,LUNCHEON,COMMERCIAL,"ST.AUGUSTINE,FL",3/30/1901,Hotel Alcazar,2,45
6088,22824,LOBSTER CLUB,DINNER IN HONOR OF CORNELIUS FERGUESON,SOC;,"FORT LOWRY HOTEL, BATH BEACH, NY",10/14/1905,Lobster Club,4,10
6089,22825,CIE TRANSATLANTIQUE,DINNER,COMMERCIAL,SS LA CHAMPAGNE,1/28/1900,Cie Transatlantique,6,36
6090,22826,BRITISH SCHOOLS AND UNIVERSITIES CLUB,DINNER,SOC;,"ARKWRIGHT CLUB, NEW YORK CITY",2/5/1908,British Schools And Universities Club,4,18
6091,22827,BURGUNDY HOTEL,DINNER,COMMERCIAL,"PARIS,FRANCE",8/12/1906,Burgundy Hotel,2,9
6092,22828,SANTA FE ROUTE DINING CAR SERVICE,BREAKFAST,COMMERCIAL,EN ROUTE,1899-11-10,Santa Fe Route Dining Car Service,2,16
6093,22829,CHICAGO BEACH HOTEL,EASTER DINNER,COMMERCIAL,"CHICAGO,ILL.",1895-01-01,Chicago Beach Hotel,2,37
6094,22830,CONGRESS HOTEL COMPANY,DINNER MENU,COMMERCIAL,"CHICAGO, IL",6/13/1907,Congress Hotel Company,2,26
6095,22831,SONS OF NEW HAMPSHIRE,THIRD ANNUAL BANQUET,PATR;,PALMER HOUSE [BOSTON MA?],1892-01-16,Sons Of New Hampshire,4,16
6096,22832,MRS. BRADLEY MARTIN,RECEPTION AND BALL,OTHER (PRIVATE PARTY),22 WEST 20TH ST. NYC,1892-01-22,Mrs. Bradley Martin,2,11
6097,22834,HAMBURG-AMERICA LINIE,DINNER,COMMERCIAL,EN ROUTE STEAMER AUGUST VICTORIA,1899-11-13,Hamburg America Linie,4,26
6098,22835,ALUMNI OF COLUMBIA COLLEGE,ANNUAL DINNER,EDUC;,"HOTEL BRUNSWICK, NEW YORK, NY",1890-02-03,Alumni Of Columbia College,2,34
6099,22836,GOVERNOR HASTINGS STAFF,DINNER TO GOVERNOR HASTINGS,POL;,"THE BELLEVUE, PHLADELPHIA [PA]",1899-01-05,Governor Hastings Staff,12,24
6100,22837,ST. REGIS HOTEL,"DINNER, DINER",COMMERCIAL,"NEW YORK, NY",10/25/1905,St. Regis Hotel,2,176
6101,22838,HOTEL AMERICA,BREAKFAST,COMMERCIAL,"IRVING PLACE AND 15TH STREET, NEW YORK, NY",1/24/1900,Hotel America,4,73
6103,22840,FOGG'S HOTEL AND DINING ROOM,BILL OF FARE,COMMERCIAL,"96 & 98 BARCLAY ST., NEW YORK, NY",2/7/1900,Fogg's Hotel And Dining Room,4,307
6104,22843,NORDDEUTCHER LLOYD BREMEN,LUNCH,COMMERCIAL,KAISER FRIEDRICH AT SEA,1899-04-16,Norddeutcher Lloyd Bremen,2,58
6105,22844,HAMILTON CLUB,FIRST ANNUAL BANQUET,POL;,THE AUDITORIUM CHICAGO IL,1891-03-13,Hamilton Club,10,16
6106,22845,HOTEL YORK,"DAILY MENU, DINNER",COMMERCIAL,"SEVENTH AVENUE CORNER 36TH STREET, NEW YORK, NY",1/14/1906,Hotel York,2,167
6107,22846,THOMAS H. PAYNTER,BANQUET TENDERED THE MEMBERS OF THE GENERAL ASSEMBLY OF KENTUCKY,OTHER (PRIVATELY HOSTED BANQUET);,"CAPITAL HOTEL, FRANKFORT, KY",3/6/1906,Thomas H. Paynter,8,22
6110,22850,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""HOHENZOLLERN""",4/1/1901,Norddeutscher Lloyd Bremen,2,68
6111,22851,GRAND HOTEL,DINNER,COMMERCIAL,MELBOURNE [AUSTRALIA?],1/10/1900,Grand Hotel,2,11
6112,22852,CERCLE FRANCAIS DE L'HARMONIE,DINNER,SOC;,HOFFMAN HOUSE,1889-01-07,Cercle Francais De L'harmonie,2,31
6113,22853,NEW YORK PUBLIC LECTURE CORPS,15TH ANNUAL DINNER,SOC;,HOTEL ASTOR,5/4/1905,New York Public Lecture Corps,4,22
6114,22856,IROQUOIS CLUB,TWENTY-SEVENTH ANNUAL BANQUET IN COMMEMORATION OF THOMAS JEFFERSON,SOC (?);,"AUDITORIUM, (?)",4/20/1907,Iroquois Club,8,13
6115,22857,SONS OF THE REVOLUTION,EVACUATION DAY DINNER,PAT;,"DELMONICOS, (NEW YORK, NY?)",1892-02-26,Sons Of The Revolution,4,31
6116,22858,HARLEM REPUBLIC CLUB,9TH ANNUAL BANQUET IN HONOR OF 76TH BIRTHDAY OF ULYSSES S. GRANT,POL;,"MANHATTAN HOTEL, NEW YORK, NY",1898-04-24,Planters Hotel,2,66
6117,22859,UNION LEAGUE CLUB FRIENDS,DINNER GIVEN TO MR. JOHN L. HILL,SOC;,"UNION LEAGUE CLUB, NEW YORK, NY",12/19/1906,Union League Club Friends,10,19
6118,22860,THEODORE ROOSEVELT,LUNCHEON GIVEN IN HONOUR OF THE PRESIDENT OF THE UNITED STATES,SOC;,"THE AUDITORIUM, CHICAGO, IL",5/10/1905,Theodore Roosevelt,2,10
6119,22861,HAMBURG-AMERICA LINE,DINNER,COMMERCIAL,EN-ROUTE EXPRESS-STEAMER FURST BISMARCK,1899-06-23,Hamburg America Line,4,40
6120,22864,ANCIENT & ACCEPTED SCOTTISH RITE,4TH ANNUAL BANQUET,SOC;,"HOTEL IROQUOIS, BUFFALO, NY",1896-03-27,Ancient & Accepted Scottish Rite,8,18
6121,22865,HOTEL CONTINENTAL,DAILY MENU,COM,"[LONDON,ENGLAND]",1885-12-30,Hotel Continental,2,15
6122,22866,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA,FLA.",1/20/1901,Tampa Bay Hotel,2,45
6123,22867,NORDDEUTCHER LLOYD BREMEN,LUNCH,COMMERCIAL,KAISER FRIEDRICH AT SEA,1899-04-17,Norddeutcher Lloyd Bremen,2,50
6125,22869,LOYAL LEGION OF THE UNITED STATES,ANNUAL BANQUET OF THE COMMANDERY,MIL;,"THE ARLINGTON,WASH.DC",1891-02-12,Loyal Legion Of The United States,16,14
6126,22870,HOTEL ALCAZAR,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",3/18/1901,Hotel Alcazar,2,49
6127,22871,ST. REGIS HOTEL,LUNCHEON/DEJEUNER FOURCHETTE,COMMERCIAL,"NEW YORK, NY",1/27/1906,St. Regis Hotel,2,196
6128,22872,RIDLEY PARK KNIGHTS OF THEROUND TABLE,"DINNER TO RICHARD S. POMEROY, ESQ.",SOC;,"THE ORCHARD, RIVER FRONT, ESSINGTON, PA",5/25/1905,Ridley Park Knights of the Round Table,4,21
6130,22874,AMERICAN MEDICAL EDITORS ASSOCIATION,BANQUET,PROF;,"ARLINGTON CLUB,PORTLAND,OREGON;",7/10/1905,American Medical Editors Association,8,14
6131,22875,R.E.RIVERS,DAILY MENU,COMMERCIAL,"ST. CHARLES HOTEL,NEW ORLEANS,[LA]",1893-10-02,R.E.Rivers,4,125
6132,22876,COMPAGNIE GENERAL TRANSATLANTIQUE,DINNER,COMMERCIAL,ABOARD PAQUEBOT LA LORRAINE,4/26/1907,Compagnie General Transatlantique,3,37
6133,22877,BROADWAY CENTRAL HOTEL,DINNER,COMMERCIAL,"BOND STREET, NY",1/8/1900,Broadway Central Hotel,4,60
6134,22878,BROADWAY CENTRAL HOTEL,DINNER,COMMERCIAL,667 BOND ST. NY,1/17/1900,Broadway Central Hotel,4,63
6135,22880,SUNDAY SCHOOL CLASS,ANNUAL DINNER,REL;,"BADER'S SPEEDWAY INN, KINGS HIGHWAY, BROOKLN, NY",12/14/1905,Sunday School Class,4,29
6136,22881,HOTEL ST.REGIS,LUNCHEON,COMMERCIAL,?,2/6/1906,Hotel St.Regis,2,198
6137,22882,THE CONTINENTAL,EASTER DINNER,COMMERCIAL,"PHILADELPHIA,PA",1894-03-25,The Continental,6,31
6138,22883,MR. AND MRS. C. E. WITT,TENTH WEDDING ANNIVERSARY,OTHER [PRIVATE];,"ST. NICHOLAS HOTEL, [NEW YORK, NY?]",1/14/1907,Mr. And Mrs. C. E. Witt,2,21
6139,22884,THE CLARENDON,DINNER,COMMERCIAL,"QUEBEC,[ CANADA]",6/7/1907,The Clarendon,2,32
6140,22885,MR.T.N.JARVIS,DINNER,SOC;,"RECTOR'S,NY",5/3/1906,Mr.T.N.Jarvis,2,22
6141,22886,ST. REGIS HOTEL,DEJEUNER FOURCHETTE/LUNCHEON,COMMERCIAL,"NEW YORK, NY",6/23/1905,St. Regis Hotel,2,191
6142,22887,TAMPA BAY HOTEL,LUNCH,COMMERCIAL,"TAMPA,FL",2/7/1901,Tampa Bay Hotel,2,48
6143,22889,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"DAMPFER ""BARBAROSSA""",4/6/1901,Norddeutscher Lloyd Bremen,2,55
6144,22890,TWILIGHT CLUB,DINNER,SOC;,[ST.DENIS],1/17/1901,Twilight Club,2,19
6145,22891,SONS OF THE REVOLUTION IN NEW HAMPSHIRE,"ANNUAL WINTER DINNER, CENTENNIAL OF DEATH OF GEORGE WASHINGTON AND 125TH ANNINVERSARY OF CAPTURE OF FORT WILLIAM AND MARY IN PORTSMOUTH HARBOR",PATR;,"EAGLE HOTEL, CONCORD, NH",1899-12-14,Sons Of The Revolution In New Hampshire,4,31
6146,22893,BANKERS CLUB OF CHICAGO,DINNER AT THE 97TH MEETING,PROF;,"CHICAGO,ILL",10/27/1906,Bankers' Club Of The City Of Chicago,8,26
6147,22894,HAMBURG-AMERIKA LINIE,FRUHSTUCK/LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""AUGUSTE VICTORIA""",2/11/1900,Hamburg Amerika Linie,2,24
6148,22895,ST. ANDREW'S SOCIETY OF NY,140TH ANNIVERSARY,RELIG;,DELMONICO'S NY,1896-11-30,St. Andrew's Society Of The State Of New York,4,45
6149,22896,CONEY ISLAND FIRE DEPT..,FIFTH ANNUAL BALL,GOVT;,"WEST END HOTEL, (CONEY ISLAND, NY?)",1892-12-07,Coney Island Fire Dept..,2,15
6150,22897,THE ROCKINGHAM,SUPPER MENU,COMMERCIAL,"NARRAGANSETT PIER, RI",1895-08-02,The Rockingham,2,44
6151,22898,(SIMPSON TIMBER),(DINNER) FOR THE OPENING OF SIMPSON TIMBER DRY DOCK,COM,"(U.S.NAVY YARD), BROOKLYN, NEW YORK",1890-05-09,Simpson Timber,4,29
6152,22899,WILDMERE HOUSE,BREAKFAST,COMMERCIAL,"MINNEWASKA,NY;",9/10/1905,Wildmere House,4,77
6153,22900,CLASS OF 1877 HARVARD COLLEGE,"DINNER,20TH ANNIVERSARY",EDUC;,PARKER'S,1897-06-29,Class Of 1877 Harvard College,4,17
6154,22901,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""HOHENZOLLERN""",3/31/1901,Norddeutscher Lloyd Bremen,2,75
6156,22903,RED STAR LINE,BREAKFAST,COMMERCIAL,SS. FRIESLAND,1/30/1900,Red Star Line,2,25
6157,22904,TAMPA BAY HOTEL,DINNER,COM,"TAMPA,FLA.",3/23/1901,Tampa Bay Hotel,4,47
6158,22905,PLANTERS HOTEL,DAILY MENU,COMMERCIAL,"ST. LOUIS, MO",11/14/1905,Planters Hotel,4,226
6159,22906,PENNSYLVANIA RAILROAD,DINNER,POL;,EN ROUTE FROM WASHINGTON TO RICHMOND AND RETURN,1899-10-31,Pennsylvania Railroad,2,32
6160,22908,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,ON BOARD S.S.AMERIKAS,7/27/1906,Hamburg Amerika Linie,4,30
6161,22910,HOTEL LYON,DAILY DINNER,COMMERCIAL,?,1892-11-02,Hotel Lyon,2,30
6162,22912,DELTA UPSILON,DINNER,GREEK LETTER (FRATERNITY OR SORORITY),"NORTH HOTEL, AUGUSTA, ME",1899-10-19,Delta Upsilon,8,18
6163,22913,UNIVERSITY OF CHICAGO,DINNER IN HONOR OF PROFESSOR ALBERT A. MICHELSON,EDUC;,THE AUDITORIUM ANNEX,1/3/1908,University Of Chicago,8,19
6164,22914,TAMPA BAY HOTEL,LUNCH,COM,"TAMPA,FLA.",2/23/1901,Tampa Bay Hotel,2,45
6165,22915,QUEEN'S ROYAL WEST KENT REGIMENT,ANNUAL DINNER OF THE 3RD BATTALION,GOV;,"GRAND HOTEL,LONDON, ENGLAND",1897-11-13,Queen's Royal West Kent Regiment,2,28
6166,22916,HOTEL KNICKERBOCKER,SUPPER,COMMERCIAL,NEW YORK,1/12/1907,Hotel Knickerbocker,2,91
6167,22917,PIANO MANUFACTURERS,DINNER,PROF;,"THE NEW WILLARD, WASHINGTON, DC",5/11/1906,Piano Manufacturers,2,19
6168,22918,MINNEAPOLIS TRIBUNE,DINNER TO PRIZE WINNERS,PROF;,"HOTEL WOODSTOCK, [MINNEAPOLIS, MN]",11/13/1907,Minneapolis Tribune,2,16
6169,22920,MR. AND MRS. H. TATTON SYKES',RECEPTION,SOC;,"ALEXANDRA HOTEL, HYDE PARK CORNER S.W. [LONDON, ENGLAND]",1/6/1906,Mr. And Mrs. H. Tatton Sykes',4,16
